Time,Info1,Info2,Info3,Fail_Rate,Delay,Out_Flow,Traffic,Request,Label
9501,4667.0,1331.0,10388.0,15334038.0,7717.0,1.130,750,11345.0,0
9502,4674.0,1304.0,10377.0,15368171.0,7774.0,1.020,750,11333.0,0
9503,4663.0,1320.0,10336.0,15392075.0,7741.0,1.130,774,11330.0,0
9504,4708.0,1296.0,10287.0,15421052.0,7755.0,1.190,743,11334.0,0
9505,4772.0,1304.0,10285.0,15358396.0,7812.0,1.430,758,11424.0,0
9506,4766.0,1306.0,10324.0,15345701.0,7827.0,1.280,737,11413.0,0
9507,4703.0,1303.0,10293.0,15365959.0,7753.0,1.390,746,11366.0,0
9508,4702.0,1288.0,10301.0,15402907.0,7753.0,1.120,737,11358.0,0
9509,4715.0,1289.0,10263.0,15402342.0,7782.0,1.070,746,11357.0,0
9510,4704.0,1303.0,10306.0,15369981.0,7773.0,1.170,761,11396.0,0
9511,4670.0,1288.0,10285.0,15371586.0,7735.0,1.290,762,11341.0,0
9512,4715.0,1296.0,10322.0,15395067.0,7796.0,1.440,756,11401.0,0
9513,4712.0,1319.0,10289.0,15406138.0,7774.0,1.030,749,11386.0,0
9514,4728.0,1314.0,10302.0,15424887.0,7804.0,1.240,756,11397.0,0
9515,4712.0,1312.0,10320.0,15401405.0,7777.0,1.070,732,11379.0,0
9516,4728.0,1302.0,10294.0,15354659.0,7776.0,1.180,726,11390.0,0
9517,4687.0,1322.0,10272.0,15312195.0,7731.0,1.190,798,11307.0,0
9518,4645.0,1306.0,10255.0,15189126.0,7723.0,1.160,772,11324.0,0
9519,4667.0,1307.0,10262.0,15230884.0,7761.0,0.960,786,11295.0,0
9520,4655.0,1309.0,10250.0,15236882.0,7748.0,1.180,779,11258.0,0
9521,4673.0,1300.0,10251.0,15246578.0,7748.0,1.240,780,11348.0,0
9522,4603.0,1323.0,10231.0,15308786.0,7668.0,1.030,749,11212.0,0
9523,4578.0,1289.0,10235.0,14393333.0,7649.0,1.280,763,11201.0,0
9524,4611.0,1294.0,10232.0,11392872.0,7700.0,1.10,777,11216.0,0
9525,4642.0,1308.0,10224.0,11532867.0,7679.0,1.050,759,11244.0,0
9526,4625.0,1292.0,10222.0,12971187.0,7646.0,0.950,727,11255.0,0
9527,4647.0,1299.0,10232.0,12302983.0,7702.0,1.460,748,11291.0,0
9528,4638.0,1329.0,10236.0,12316867.0,7669.0,1.170,777,11300.0,0
9529,4647.0,1307.0,10211.0,12367588.0,7716.0,1.230,768,11300.0,0
9530,4676.0,1315.0,10188.0,12371687.0,7756.0,1.060,744,11320.0,0
9531,4696.0,1321.0,10228.0,12721475.0,7790.0,1.150,735,11318.0,0
9532,4681.0,1312.0,10215.0,12890254.0,7725.0,1.090,741,11298.0,0
9533,4723.0,1328.0,10273.0,12841074.0,7793.0,1.050,753,11377.0,0
9534,4700.0,1290.0,10253.0,12814663.0,7800.0,1.160,771,11348.0,0
9535,4742.0,1294.0,10273.0,12850326.0,7843.0,0.970,785,11405.0,0
9536,4725.0,1308.0,10254.0,12893557.0,7830.0,1.190,756,11378.0,0
9537,4726.0,1314.0,10221.0,12931810.0,7816.0,1.0,797,11341.0,0
9538,4717.0,1314.0,10246.0,12865053.0,7788.0,0.980,769,11305.0,0
9539,4702.0,1332.0,10242.0,12818394.0,7799.0,1.180,782,11313.0,0
9540,4730.0,1304.0,10223.0,12803223.0,7828.0,1.050,775,11312.0,0
9541,4739.0,1315.0,10197.0,11989690.0,7821.0,1.10,737,11314.0,0
9542,4733.0,1322.0,10188.0,11975672.0,7846.0,1.250,774,11307.0,0
9543,4777.0,1305.0,10188.0,11950800.0,7863.0,1.310,772,11324.0,0
9544,4710.0,1322.0,10224.0,12683862.0,7835.0,1.070,789,11305.0,0
9545,4717.0,1319.0,10241.0,14455705.0,7833.0,1.130,786,11302.0,0
9546,4727.0,1313.0,10235.0,15312597.0,7862.0,1.160,757,11326.0,0
9547,4759.0,1301.0,10271.0,15385275.0,7877.0,1.110,760,11377.0,0
9548,4761.0,1315.0,10265.0,15447914.0,7929.0,1.350,750,11404.0,0
9549,4764.0,1317.0,10221.0,15161116.0,7865.0,1.260,823,11350.0,0
9550,4755.0,1333.0,10232.0,14196569.0,7825.0,1.10,758,11326.0,0
9551,4761.0,1337.0,10254.0,15335944.0,7860.0,1.190,786,11301.0,0
9552,4759.0,1341.0,10253.0,15406130.0,7849.0,1.260,753,11317.0,0
9553,4709.0,1303.0,10221.0,15318314.0,7843.0,1.110,747,11268.0,0
9554,4718.0,1320.0,10208.0,15262169.0,7832.0,1.120,774,11288.0,0
9555,4619.0,1320.0,10261.0,15333745.0,7765.0,1.080,803,11226.0,0
9556,4756.0,1288.0,10213.0,15397319.0,7867.0,1.360,798,11337.0,0
9557,4768.0,1319.0,10236.0,15406062.0,7892.0,1.170,765,11338.0,0
9558,4765.0,1312.0,10211.0,15406000.0,7890.0,1.280,785,11396.0,0
9559,4782.0,1316.0,10243.0,15405936.0,7928.0,1.140,744,11405.0,0
9560,4704.0,1322.0,10251.0,15476937.0,7854.0,1.180,751,11305.0,0
9561,4718.0,1316.0,10217.0,15324502.0,7834.0,0.950,797,11286.0,0
9562,4665.0,1326.0,10240.0,15262366.0,7745.0,1.060,785,11248.0,0
9563,4697.0,1348.0,10257.0,15330379.0,7780.0,1.330,778,11263.0,0
9564,4710.0,1317.0,10217.0,15399519.0,7831.0,1.180,787,11287.0,0
9565,4674.0,1333.0,10204.0,15371692.0,7806.0,0.780,758,11253.0,0
9566,4693.0,1326.0,10220.0,15385120.0,7866.0,1.090,766,11297.0,0
9567,4735.0,1334.0,10244.0,15405050.0,7879.0,1.210,786,11286.0,0
9568,4665.0,1324.0,10250.0,15414321.0,7833.0,1.230,784,11278.0,0
9569,4746.0,1350.0,10233.0,15440892.0,7856.0,1.060,737,11317.0,0
9570,4727.0,1331.0,10196.0,15423023.0,7835.0,1.070,789,11288.0,0
9571,4779.0,1327.0,10216.0,15395562.0,7907.0,1.160,745,11352.0,0
9572,4787.0,1302.0,10217.0,15508191.0,7945.0,1.510,758,11312.0,0
9573,4747.0,1342.0,10244.0,15439381.0,7850.0,1.260,751,11285.0,0
9574,4743.0,1347.0,10248.0,15433733.0,7865.0,1.020,757,11307.0,0
9575,4802.0,1306.0,10245.0,15331501.0,7981.0,1.180,765,11411.0,0
9576,4818.0,1320.0,10266.0,15422880.0,7966.0,1.030,769,11413.0,0
9577,4852.0,1336.0,10280.0,15453127.0,7991.0,1.060,798,11457.0,0
9578,4899.0,1332.0,10337.0,15476188.0,8042.0,0.990,786,11497.0,0
9579,4843.0,1340.0,10319.0,15453505.0,8007.0,1.030,752,11470.0,0
9580,4854.0,1332.0,10347.0,15486429.0,8007.0,1.170,767,11505.0,0
9581,4854.0,1318.0,10361.0,15538374.0,8051.0,1.160,783,11481.0,0
9582,4843.0,1319.0,10352.0,15506242.0,8066.0,1.130,814,11502.0,0
9583,4812.0,1338.0,10319.0,15674041.0,8083.0,1.140,783,11485.0,0
9584,4732.0,1342.0,10344.0,15631714.0,7936.0,1.110,782,11409.0,0
9585,4792.0,1332.0,10342.0,15553663.0,7932.0,1.040,783,11430.0,0
9586,4801.0,1337.0,10370.0,15542780.0,7976.0,1.270,810,11431.0,0
9587,4852.0,1345.0,10335.0,15649655.0,7991.0,1.10,779,11499.0,0
9588,4789.0,1336.0,10344.0,15707747.0,7925.0,1.150,780,11433.0,0
9589,4800.0,1338.0,10304.0,15627424.0,7924.0,1.040,773,11454.0,0
9590,4765.0,1346.0,10330.0,15646687.0,7910.0,1.170,799,11414.0,0
9591,4760.0,1345.0,10332.0,15625238.0,7934.0,1.130,767,11435.0,0
9592,4751.0,1351.0,10344.0,15698307.0,7893.0,1.250,781,11398.0,0
9593,4795.0,1332.0,10335.0,15577193.0,7953.0,1.090,720,11453.0,0
9594,4776.0,1309.0,10307.0,15599096.0,7950.0,1.150,816,11449.0,0
9595,4840.0,1344.0,10375.0,15610545.0,7990.0,1.010,767,11513.0,0
9596,4806.0,1339.0,10321.0,15698366.0,7982.0,1.330,768,11470.0,0
9597,4792.0,1344.0,10342.0,15671623.0,7962.0,1.050,781,11449.0,0
9598,4802.0,1346.0,10338.0,15583321.0,7942.0,1.010,806,11487.0,0
9599,4812.0,1346.0,10347.0,15560037.0,7951.0,1.20,790,11440.0,0
9600,4801.0,1351.0,10409.0,15625687.0,7980.0,1.390,794,11458.0,0
9601,4747.0,1320.0,10358.0,15619252.0,7929.0,1.170,773,11410.0,0
9602,4776.0,1299.0,10345.0,15665990.0,7932.0,1.020,751,11435.0,0
9603,4823.0,1346.0,10393.0,15492300.0,7983.0,1.130,768,11462.0,0
9604,4823.0,1339.0,10345.0,15460756.0,7983.0,1.120,750,11476.0,0
9605,4748.0,1327.0,10397.0,15451875.0,7903.0,1.090,773,11402.0,0
9606,4772.0,1347.0,10451.0,15670209.0,7945.0,1.120,754,11488.0,0
9607,4731.0,1334.0,10423.0,15705732.0,7921.0,1.340,767,11461.0,0
9608,4801.0,1369.0,10483.0,15753459.0,7987.0,1.220,781,11569.0,0
9609,4795.0,1344.0,10407.0,15829244.0,7962.0,1.110,796,11567.0,0
9610,4793.0,1345.0,10434.0,15711359.0,7957.0,1.240,769,11542.0,0
9611,4758.0,1350.0,10453.0,15839158.0,7960.0,1.40,772,11511.0,0
9612,4816.0,1351.0,10483.0,15841638.0,8006.0,0.90,740,11611.0,0
9613,4761.0,1366.0,10463.0,15771483.0,7921.0,1.130,779,11527.0,0
9614,4748.0,1363.0,10408.0,15794207.0,7911.0,1.250,740,11477.0,0
9615,4760.0,1345.0,10450.0,15698016.0,7970.0,1.190,751,11501.0,0
9616,4786.0,1344.0,10448.0,15668962.0,7970.0,1.370,766,11514.0,0
9617,4781.0,1346.0,10418.0,15632051.0,7946.0,1.110,811,11494.0,0
9618,4691.0,1338.0,10441.0,15624097.0,7874.0,1.260,736,11406.0,0
9619,4752.0,1365.0,10458.0,15653240.0,7959.0,1.20,793,11457.0,0
9620,4758.0,1335.0,10429.0,15598696.0,7862.0,1.250,755,11501.0,0
9621,4786.0,1348.0,10404.0,15719582.0,8001.0,1.060,794,11501.0,0
9622,4754.0,1335.0,10447.0,15753704.0,7917.0,1.090,772,11489.0,0
9623,4728.0,1318.0,10465.0,15738092.0,7927.0,1.150,773,11470.0,0
9624,4771.0,1349.0,10425.0,15768777.0,7920.0,1.030,796,11515.0,0
9625,4708.0,1365.0,10465.0,15254271.0,7889.0,1.20,749,11452.0,0
9626,4750.0,1361.0,10444.0,15644101.0,7941.0,1.30,770,11483.0,0
9627,4728.0,1364.0,10451.0,15621869.0,7902.0,0.970,773,11484.0,0
9628,4690.0,1353.0,10472.0,15558952.0,7854.0,0.970,795,11444.0,0
9629,4771.0,1366.0,10460.0,15617608.0,7930.0,1.210,796,11480.0,0
9630,4756.0,1374.0,10456.0,15487351.0,7952.0,1.020,771,11474.0,0
9631,4775.0,1365.0,10480.0,15526697.0,8004.0,1.570,776,11546.0,0
9632,4743.0,1355.0,10461.0,15655660.0,7920.0,1.120,783,11496.0,0
9633,4786.0,1341.0,10484.0,15596604.0,8007.0,1.340,759,11548.0,0
9634,4787.0,1364.0,10496.0,15654244.0,7980.0,1.430,754,11579.0,0
9635,4808.0,1386.0,10511.0,15681222.0,8014.0,1.080,748,11624.0,0
9636,4812.0,1368.0,10520.0,15775634.0,8015.0,1.050,750,11580.0,0
9637,4810.0,1340.0,10525.0,15689549.0,8039.0,1.10,775,11602.0,0
9638,4766.0,1380.0,10531.0,15719521.0,7997.0,1.060,776,11575.0,0
9639,4709.0,1366.0,10515.0,15646889.0,7937.0,1.260,759,11463.0,0
9640,4751.0,1351.0,10531.0,15592604.0,7989.0,1.050,769,11536.0,0
9641,4788.0,1357.0,10518.0,15621335.0,8045.0,1.110,814,11567.0,0
9642,4716.0,1365.0,10573.0,15664652.0,7964.0,1.110,775,11527.0,0
9643,4734.0,1354.0,10601.0,15767248.0,7967.0,1.230,766,11549.0,0
9644,4776.0,1334.0,10574.0,15811066.0,8049.0,1.330,789,11563.0,0
9645,4725.0,1339.0,10565.0,15749778.0,8004.0,1.190,745,11525.0,0
9646,4787.0,1363.0,10581.0,15773520.0,8030.0,1.20,793,11553.0,0
9647,4769.0,1366.0,10546.0,15693787.0,8006.0,1.060,749,11547.0,0
9648,4772.0,1370.0,10572.0,15714655.0,8004.0,1.140,772,11580.0,0
9649,4835.0,1368.0,10616.0,15773313.0,8057.0,1.190,793,11637.0,0
9650,4821.0,1357.0,10628.0,15823133.0,8081.0,0.990,773,11629.0,0
9651,4810.0,1370.0,10594.0,15734567.0,8042.0,1.050,767,11646.0,0
9652,4789.0,1374.0,10622.0,15794988.0,8043.0,1.490,776,11608.0,0
9653,4810.0,1390.0,10603.0,15872853.0,8073.0,1.20,764,11643.0,0
9654,4799.0,1343.0,10642.0,15936701.0,8038.0,1.060,768,11642.0,0
9655,4740.0,1361.0,10601.0,15810452.0,8016.0,1.360,752,11596.0,0
9656,4781.0,1360.0,10569.0,15762941.0,8023.0,1.270,805,11599.0,0
9657,4781.0,1392.0,10596.0,15678681.0,8026.0,1.090,798,11558.0,0
9658,4829.0,1386.0,10607.0,15688110.0,8090.0,1.120,776,11629.0,0
9659,4771.0,1394.0,10603.0,15759662.0,8030.0,1.20,793,11580.0,0
9660,4776.0,1370.0,10569.0,15795846.0,8016.0,1.280,777,11598.0,0
9661,4770.0,1366.0,10565.0,15787928.0,8013.0,1.250,770,11591.0,0
9662,4833.0,1390.0,10570.0,15720816.0,8078.0,1.150,782,11621.0,0
9663,4784.0,1363.0,10533.0,15696698.0,7997.0,1.020,773,11581.0,0
9664,4755.0,1356.0,10491.0,15643610.0,7936.0,1.090,762,11541.0,0
9665,4805.0,1360.0,10467.0,15592538.0,7979.0,1.220,809,11573.0,0
9666,4754.0,1399.0,10467.0,15557201.0,7958.0,1.120,760,11547.0,0
9667,4727.0,1370.0,10499.0,15593500.0,7961.0,1.170,764,11486.0,0
9668,4754.0,1377.0,10463.0,15630731.0,7934.0,1.260,774,11533.0,0
9669,4756.0,1370.0,10425.0,15569953.0,7976.0,1.070,759,11517.0,0
9670,4792.0,1376.0,10416.0,15579348.0,7996.0,1.080,768,11573.0,0
9671,4809.0,1359.0,10443.0,15724439.0,7993.0,1.230,784,11596.0,0
9672,4821.0,1406.0,10449.0,15748726.0,8020.0,1.120,751,11603.0,0
9673,4813.0,1386.0,10421.0,15787130.0,8008.0,1.250,778,11535.0,0
9674,4831.0,1387.0,10420.0,15798853.0,8046.0,1.290,744,11578.0,0
9675,4830.0,1402.0,10419.0,15711238.0,8032.0,1.120,807,11606.0,0
9676,4857.0,1383.0,10408.0,15741305.0,8084.0,1.220,806,11622.0,0
9677,4843.0,1379.0,10426.0,15789513.0,8044.0,1.150,789,11633.0,0
9678,4866.0,1388.0,10410.0,15860467.0,8090.0,1.220,753,11637.0,0
9679,4804.0,1387.0,10436.0,15901486.0,8006.0,1.150,794,11645.0,0
9680,4863.0,1369.0,10405.0,15894941.0,8106.0,1.160,785,11660.0,0
9681,4865.0,1393.0,10438.0,15902095.0,8091.0,1.250,758,11687.0,0
9682,4817.0,1391.0,10431.0,15870486.0,8010.0,1.160,753,11622.0,0
9683,4832.0,1382.0,10410.0,15837239.0,8026.0,1.130,788,11664.0,0
9684,4795.0,1380.0,10462.0,15872580.0,7992.0,1.10,750,11615.0,0
9685,4818.0,1395.0,10415.0,15844031.0,8046.0,1.010,744,11606.0,0
9686,4809.0,1395.0,10429.0,15879632.0,7999.0,1.270,769,11636.0,0
9687,4831.0,1395.0,10393.0,15833380.0,7983.0,1.20,785,11645.0,0
9688,4876.0,1397.0,10383.0,15742483.0,8099.0,1.30,825,11693.0,0
9689,4842.0,1399.0,10228.0,15881857.0,8018.0,1.250,776,11676.0,0
9690,4848.0,1396.0,10190.0,15872835.0,7988.0,1.120,789,11643.0,0
9691,4835.0,1410.0,10193.0,15863090.0,7995.0,1.370,814,11626.0,0
9692,4812.0,1408.0,10130.0,15763767.0,7985.0,1.260,788,11565.0,0
9693,4756.0,1421.0,10189.0,15694441.0,7942.0,1.130,817,11534.0,0
9694,4800.0,1403.0,10187.0,15749452.0,7953.0,1.120,813,11594.0,0
9695,4774.0,1418.0,10164.0,15651450.0,7897.0,1.110,794,11509.0,0
9696,4793.0,1398.0,10174.0,15705573.0,7906.0,1.120,783,11550.0,0
9697,4799.0,1420.0,10156.0,15781214.0,7950.0,1.0,766,11577.0,0
9698,4767.0,1421.0,10140.0,15704617.0,7894.0,1.20,807,11528.0,0
9699,4713.0,1404.0,10152.0,15631715.0,7871.0,1.010,802,11469.0,0
9700,4744.0,1400.0,10181.0,15651908.0,7867.0,1.350,817,11494.0,0
9701,4745.0,1425.0,10164.0,15572903.0,7883.0,1.030,803,11503.0,0
9702,4803.0,1426.0,10184.0,15573993.0,7905.0,1.080,810,11584.0,0
9703,4754.0,1437.0,10169.0,15597989.0,7881.0,1.130,817,11504.0,0
9704,4811.0,1410.0,10185.0,15641497.0,7919.0,1.480,756,11596.0,0
9705,4806.0,1393.0,10171.0,15717304.0,7962.0,1.20,805,11606.0,0
9706,4801.0,1385.0,10179.0,15778344.0,7905.0,1.240,819,11581.0,0
9707,4795.0,1414.0,10207.0,15769395.0,7899.0,1.250,802,11590.0,0
9708,4896.0,1407.0,10215.0,15861917.0,8019.0,1.370,782,11729.0,0
9709,4890.0,1393.0,10231.0,15965601.0,8049.0,0.9399999999999999,801,11779.0,0
9710,4896.0,1420.0,10259.0,16015280.0,8080.0,1.620,807,11764.0,0
9711,4858.0,1436.0,10290.0,16059483.0,8040.0,1.220,800,11759.0,0
9712,4889.0,1423.0,10292.0,16061109.0,8094.0,1.480,744,11833.0,0
9713,4909.0,1430.0,10304.0,16080602.0,8128.0,1.170,800,11865.0,0
9714,4836.0,1435.0,10275.0,16076670.0,8057.0,1.260,814,11771.0,0
9715,4880.0,1382.0,10314.0,15990535.0,8099.0,1.260,806,11814.0,0
9716,4918.0,1429.0,10305.0,15992264.0,8149.0,1.250,809,11896.0,0
9717,4879.0,1412.0,10308.0,16052750.0,8118.0,1.130,767,11859.0,0
9718,4889.0,1420.0,10310.0,15964786.0,8101.0,1.10,767,11835.0,0
9719,4915.0,1429.0,10299.0,15986663.0,8143.0,1.50,825,11870.0,0
9720,4858.0,1420.0,10343.0,16040934.0,8090.0,1.320,787,11805.0,0
9721,4973.0,1425.0,10295.0,15940382.0,8225.0,1.140,764,11909.0,0
9722,4829.0,1418.0,10265.0,15826732.0,8064.0,0.960,789,11689.0,0
9723,4873.0,1415.0,10240.0,15710896.0,8099.0,1.350,779,11727.0,0
9724,4871.0,1432.0,10251.0,15801367.0,8065.0,1.390,814,11719.0,0
9725,4860.0,1451.0,10226.0,15782696.0,8087.0,1.050,780,11683.0,0
9726,4892.0,1437.0,10205.0,15778355.0,8126.0,1.150,816,11739.0,0
9727,4861.0,1453.0,10176.0,15815084.0,8070.0,1.140,794,11666.0,0
9728,4865.0,1441.0,10155.0,15716191.0,8042.0,1.310,838,11702.0,0
9729,4860.0,1428.0,10120.0,15744634.0,8048.0,1.050,781,11689.0,0
9730,4852.0,1450.0,10096.0,15639016.0,8025.0,1.120,780,11716.0,0
9731,4822.0,1434.0,10101.0,15639432.0,8001.0,1.010,803,11680.0,0
9732,4867.0,1440.0,10091.0,15786414.0,8079.0,1.110,750,11718.0,0
9733,4880.0,1448.0,10093.0,15833147.0,8081.0,1.050,786,11742.0,0
9734,4877.0,1406.0,10060.0,15911960.0,8069.0,1.230,760,11718.0,0
9735,4891.0,1443.0,10090.0,15744442.0,8041.0,1.190,742,11739.0,0
9736,4831.0,1434.0,10112.0,15823088.0,8004.0,1.130,759,11739.0,0
9737,4840.0,1452.0,10126.0,15711016.0,8031.0,1.60,786,11741.0,0
9738,4887.0,1435.0,10150.0,15900230.0,8115.0,1.220,803,11816.0,0
9739,4908.0,1469.0,10157.0,15989219.0,8112.0,1.260,777,11843.0,0
9740,4861.0,1458.0,10197.0,16089676.0,8068.0,1.40,771,11835.0,0
9741,4864.0,1456.0,10195.0,16034467.0,8083.0,1.120,778,11820.0,0
9742,4920.0,1441.0,10153.0,16103725.0,8124.0,1.250,788,11862.0,0
9743,4948.0,1444.0,10208.0,16046540.0,8141.0,1.160,793,11964.0,0
9744,4898.0,1449.0,10198.0,16089407.0,8108.0,1.260,781,11842.0,0
9745,4862.0,1452.0,10192.0,15934270.0,8079.0,1.150,781,11801.0,0
9746,4901.0,1453.0,10217.0,15961364.0,8100.0,1.290,801,11860.0,0
9747,4934.0,1455.0,10228.0,15898795.0,8182.0,1.130,772,11897.0,0
9748,4961.0,1466.0,10230.0,15963390.0,8225.0,1.310,809,11943.0,0
9749,4957.0,1425.0,10211.0,16018719.0,8236.0,1.110,768,11718.0,0
9750,4966.0,1465.0,10255.0,16056659.0,8242.0,1.250,810,11955.0,0
9751,4938.0,1467.0,10258.0,16147886.0,8218.0,1.150,788,11946.0,0
9752,4937.0,1469.0,10271.0,16239294.0,8245.0,1.020,804,11944.0,0
9753,4970.0,1472.0,10315.0,16181913.0,8293.0,1.050,756,11993.0,0
9754,4974.0,1445.0,10253.0,16186971.0,8234.0,1.030,762,11963.0,0
9755,5016.0,1456.0,10262.0,16020508.0,8309.0,1.340,798,12014.0,0
9756,5018.0,1457.0,10234.0,16004542.0,8356.0,1.110,821,12038.0,0
9757,4967.0,1476.0,10243.0,16025760.0,8264.0,1.210,789,11942.0,0
9758,4942.0,1490.0,10202.0,15958039.0,8206.0,1.010,784,11880.0,0
9759,4903.0,1470.0,10123.0,15851530.0,8142.0,0.910,808,11784.0,0
9760,4870.0,1465.0,10096.0,15721012.0,8124.0,1.210,769,11774.0,0
9761,4856.0,1483.0,10126.0,15717205.0,8091.0,1.290,819,11726.0,0
9762,4833.0,1492.0,10069.0,15691945.0,8042.0,1.090,783,11660.0,0
9763,4764.0,1476.0,10028.0,15563419.0,7995.0,1.170,817,11554.0,0
9764,4765.0,1471.0,9997.0,15560282.0,7951.0,1.440,792,11470.0,0
9765,4790.0,1487.0,10019.0,15467104.0,7960.0,1.260,797,11524.0,0
9766,4788.0,1503.0,10003.0,15460485.0,7934.0,1.030,759,11525.0,0
9767,4827.0,1484.0,10000.0,15570354.0,8060.0,1.450,829,11554.0,0
9768,4811.0,1492.0,9978.0,15628375.0,8013.0,1.220,817,11557.0,0
9769,4810.0,1473.0,9974.0,15679714.0,8011.0,1.010,776,11588.0,0
9770,4862.0,1463.0,9990.0,15710677.0,8085.0,1.10,791,11587.0,0
9771,4871.0,1481.0,10005.0,15749171.0,8087.0,1.30,811,11655.0,0
9772,4812.0,1482.0,9991.0,15736659.0,8055.0,1.320,806,11593.0,0
9773,4845.0,1464.0,10023.0,15761287.0,8096.0,1.150,820,11644.0,0
9774,4889.0,1492.0,10103.0,15879043.0,8122.0,1.190,799,11735.0,0
9775,4917.0,1480.0,10117.0,15937865.0,8212.0,1.070,788,11793.0,0
9776,4846.0,1497.0,10126.0,15939234.0,8112.0,1.250,769,11750.0,0
9777,4867.0,1494.0,10182.0,15837790.0,8182.0,1.190,783,11817.0,0
9778,4889.0,1468.0,10253.0,15888995.0,8193.0,1.290,768,11895.0,0
9779,4940.0,1484.0,10313.0,15934740.0,8217.0,1.020,799,11999.0,0
9780,4901.0,1465.0,10360.0,15982808.0,8275.0,1.130,763,12045.0,0
9781,4986.0,1505.0,10413.0,16065333.0,8361.0,1.170,779,12111.0,0
9782,4948.0,1480.0,10407.0,16064719.0,8311.0,1.240,773,12088.0,0
9783,4966.0,1462.0,10411.0,16118561.0,8352.0,1.490,768,12124.0,0
9784,5013.0,1516.0,10434.0,16119844.0,8342.0,1.130,751,12181.0,0
9785,5023.0,1512.0,10489.0,16133985.0,8365.0,1.370,785,12192.0,0
9786,5052.0,1549.0,10539.0,16200261.0,8388.0,1.320,845,12272.0,0
9787,5033.0,1479.0,10564.0,16351766.0,8427.0,1.060,800,12323.0,0
9788,5071.0,1509.0,10640.0,16417678.0,8513.0,1.030,759,12366.0,0
9789,5083.0,1485.0,10653.0,16384972.0,8522.0,1.120,768,12358.0,0
9790,5071.0,1499.0,10655.0,16356172.0,8533.0,1.220,780,12345.0,0
9791,5098.0,1511.0,10683.0,16407070.0,8564.0,1.290,812,12440.0,0
9792,5101.0,1495.0,10758.0,16608353.0,8554.0,1.070,791,12476.0,0
9793,5111.0,1502.0,10812.0,16726795.0,8580.0,1.110,772,12510.0,0
9794,5137.0,1511.0,10794.0,16711823.0,8611.0,1.150,769,12571.0,0
9795,5097.0,1501.0,10889.0,16615622.0,8585.0,0.970,759,12548.0,0
9796,5085.0,1541.0,10880.0,16669588.0,8607.0,0.990,796,12514.0,0
9797,5156.0,1512.0,10954.0,16727815.0,8669.0,1.280,797,12615.0,0
9798,5183.0,1493.0,11058.0,16730296.0,8741.0,1.010,759,12707.0,0
9799,5194.0,1481.0,11061.0,16936566.0,8788.0,0.930,776,12756.0,0
9800,5181.0,1496.0,11076.0,16979138.0,8785.0,1.330,778,12774.0,0
9801,5192.0,1493.0,11066.0,16910433.0,8798.0,1.160,780,12724.0,0
9802,5204.0,1523.0,11064.0,16805807.0,8826.0,1.260,797,12750.0,0
9803,5257.0,1502.0,11181.0,16886213.0,8892.0,1.160,794,12889.0,0
9804,5258.0,1493.0,11250.0,17110736.0,8913.0,1.060,766,12933.0,0
9805,5309.0,1487.0,11239.0,17201156.0,9010.0,1.070,783,12983.0,0
9806,5283.0,1514.0,11287.0,17151794.0,8994.0,1.020,790,12987.0,0
9807,5343.0,1538.0,11306.0,17160297.0,9012.0,1.010,782,13043.0,0
9808,5271.0,1518.0,11391.0,17089650.0,8988.0,1.170,771,13036.0,0
9809,5285.0,1516.0,11385.0,17092589.0,9024.0,1.190,790,13007.0,0
9810,5302.0,1506.0,11391.0,17031494.0,9014.0,1.060,812,12987.0,0
9811,5261.0,1483.0,11366.0,17012189.0,8994.0,1.130,787,12953.0,0
9812,5275.0,1511.0,11393.0,16940999.0,9014.0,0.9399999999999999,778,12972.0,0
9813,5314.0,1508.0,11435.0,17067880.0,9018.0,1.10,811,13059.0,0
9814,5274.0,1531.0,11490.0,17086719.0,8960.0,0.930,789,13021.0,0
9815,5308.0,1532.0,11506.0,17187427.0,9024.0,1.060,776,13049.0,0
9816,5286.0,1531.0,11534.0,17130127.0,9080.0,1.410,772,13086.0,0
9817,5331.0,1531.0,11514.0,17216431.0,9133.0,1.010,761,13111.0,0
9818,5319.0,1529.0,11568.0,17226883.0,9140.0,1.320,793,13117.0,0
9819,5324.0,1540.0,11596.0,17199340.0,9088.0,1.320,790,13096.0,0
9820,5287.0,1546.0,11584.0,17199807.0,9050.0,1.160,760,13043.0,0
9821,5314.0,1513.0,11539.0,17032990.0,9071.0,1.20,788,13083.0,0
9822,5302.0,1518.0,11483.0,17070281.0,9101.0,1.440,740,13107.0,0
9823,5346.0,1494.0,11622.0,17187197.0,9228.0,1.240,756,13121.0,0
9824,5340.0,1511.0,11623.0,17229158.0,9189.0,1.140,793,13112.0,0
9825,5370.0,1531.0,11635.0,17272131.0,9190.0,1.30,791,13225.0,0
9826,5400.0,1551.0,11629.0,17340118.0,9321.0,1.280,793,13231.0,0
9827,5382.0,1539.0,11660.0,17392935.0,9339.0,0.980,768,13211.0,0
9828,5354.0,1536.0,11682.0,17351612.0,9303.0,1.180,807,13219.0,0
9829,5360.0,1509.0,11718.0,17353888.0,9313.0,1.120,811,13246.0,0
9830,5353.0,1502.0,11652.0,17352989.0,9344.0,1.240,779,13232.0,0
9831,5241.0,1538.0,11696.0,17223776.0,9215.0,1.270,808,13092.0,0
9832,5355.0,1525.0,11692.0,17231639.0,9346.0,1.170,833,13222.0,0
