Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,Label
12095,1.230,769,3537.0,1199.0,8359.0,12448658.0,1.230,769,0
12096,1.320,781,3543.0,1209.0,8352.0,12501779.0,1.320,781,0
12097,1.220,754,3527.0,1181.0,8349.0,12505970.0,1.220,754,0
12098,1.460,763,3561.0,1169.0,8374.0,12522705.0,1.460,763,0
12099,1.380,768,3646.0,1189.0,8369.0,12558776.0,1.380,768,0
12100,1.420,761,3611.0,1197.0,8410.0,12553437.0,1.420,761,0
12101,1.20,781,3598.0,1194.0,8415.0,12636208.0,1.20,781,0
12102,1.210,763,3617.0,1173.0,8397.0,12618750.0,1.210,763,0
12103,1.230,774,3601.0,1183.0,8456.0,12695613.0,1.230,774,0
12104,1.350,780,3625.0,1184.0,8476.0,12765297.0,1.350,780,0
12105,1.270,777,3645.0,1210.0,8464.0,12784741.0,1.270,777,0
12106,1.090,779,3680.0,1185.0,8490.0,12781303.0,1.090,779,0
12107,1.30,777,3673.0,1177.0,8476.0,12815620.0,1.30,777,0
12108,1.520,746,3642.0,1176.0,8497.0,12731669.0,1.520,746,0
12109,1.420,762,3683.0,1225.0,8505.0,12768538.0,1.420,762,0
12110,1.310,785,3667.0,1205.0,8488.0,12783685.0,1.310,785,0
12111,1.330,763,3704.0,1202.0,8518.0,12786296.0,1.330,763,0
12112,1.20,793,3629.0,1201.0,8517.0,12885336.0,1.20,793,0
12113,1.140,751,3665.0,1202.0,8559.0,12902478.0,1.140,751,0
12114,1.310,781,3698.0,1192.0,8545.0,13019991.0,1.310,781,0
12115,1.130,756,3655.0,1194.0,8583.0,13050384.0,1.130,756,0
12116,1.450,793,3729.0,1178.0,8609.0,13047086.0,1.450,793,0
12117,1.410,778,3726.0,1213.0,8587.0,13054573.0,1.410,778,0
12118,1.150,814,3704.0,1211.0,8618.0,12999839.0,1.150,814,0
12119,1.180,813,3680.0,1194.0,8635.0,13062823.0,1.180,813,0
12120,1.150,820,3682.0,1214.0,8647.0,13109848.0,1.150,820,0
12121,1.460,801,3670.0,1204.0,8645.0,13120523.0,1.460,801,0
12122,1.440,781,3763.0,1193.0,8627.0,13107634.0,1.440,781,0
12123,1.30,797,3723.0,1213.0,8640.0,13094340.0,1.30,797,0
12124,1.350,780,3720.0,1213.0,8640.0,13162595.0,1.350,780,0
12125,1.410,764,3752.0,1220.0,8682.0,13226517.0,1.410,764,0
12126,1.180,770,3718.0,1206.0,8723.0,13265770.0,1.180,770,0
12127,1.40,769,3740.0,1200.0,8770.0,13279898.0,1.40,769,0
12128,1.090,752,3743.0,1199.0,8736.0,13453285.0,1.090,752,0
12129,1.220,778,3772.0,1210.0,8732.0,13379221.0,1.220,778,0
12130,1.140,777,3780.0,1206.0,8741.0,13270892.0,1.140,777,0
12131,1.260,794,3757.0,1179.0,8763.0,13293563.0,1.260,794,0
12132,1.170,777,3814.0,1183.0,8759.0,13317644.0,1.170,777,0
12133,1.10,785,3743.0,1194.0,8775.0,13337678.0,1.10,785,0
12134,1.090,763,3761.0,1187.0,8800.0,13293832.0,1.090,763,0
12135,1.10,783,3783.0,1201.0,8816.0,13359600.0,1.10,783,0
12136,1.350,782,3788.0,1204.0,8805.0,13353429.0,1.350,782,0
12137,1.390,780,3796.0,1197.0,8801.0,13312586.0,1.390,780,0
12138,1.180,811,3823.0,1191.0,8819.0,13308341.0,1.180,811,0
12139,1.350,790,3863.0,1214.0,8821.0,13352187.0,1.350,790,0
12140,1.210,790,3845.0,1205.0,8850.0,13465422.0,1.210,790,0
12141,1.310,793,3829.0,1207.0,8879.0,13448794.0,1.310,793,0
12142,1.350,812,3857.0,1210.0,8869.0,13491215.0,1.350,812,0
12143,1.370,790,3914.0,1202.0,8887.0,13457700.0,1.370,790,0
12144,1.140,731,3903.0,1178.0,8892.0,13510632.0,1.140,731,0
12145,1.220,776,3907.0,1217.0,8924.0,13494230.0,1.220,776,0
12146,1.390,771,3934.0,1187.0,8947.0,13623273.0,1.390,771,0
12147,1.340,802,3921.0,1184.0,8953.0,13717012.0,1.340,802,0
12148,1.350,832,3915.0,1202.0,8962.0,13674060.0,1.350,832,0
12149,1.190,767,3917.0,1222.0,8957.0,13670858.0,1.190,767,0
12150,1.120,773,3890.0,1166.0,8969.0,13651585.0,1.120,773,0
12151,1.080,768,3949.0,1207.0,9010.0,13776010.0,1.080,768,0
12152,1.330,780,3937.0,1222.0,8993.0,13834813.0,1.330,780,0
12153,1.450,780,3965.0,1211.0,9017.0,13863349.0,1.450,780,0
12154,1.260,783,3912.0,1219.0,9009.0,13823061.0,1.260,783,0
12155,1.10,764,3940.0,1207.0,9048.0,13808409.0,1.10,764,0
12156,1.230,787,3944.0,1226.0,9055.0,13862211.0,1.230,787,0
12157,1.220,796,3956.0,1251.0,9061.0,13862880.0,1.220,796,0
12158,1.110,784,3953.0,1235.0,9080.0,13914309.0,1.110,784,0
12159,1.10,770,3993.0,1203.0,9082.0,14036019.0,1.10,770,0
12160,1.020,782,4033.0,1212.0,9104.0,14032415.0,1.020,782,0
12161,1.210,780,4019.0,1219.0,9144.0,14068030.0,1.210,780,0
12162,1.190,788,4044.0,1233.0,9133.0,14023675.0,1.190,788,0
12163,1.190,807,4042.0,1204.0,9136.0,14041788.0,1.190,807,0
12164,1.240,776,4083.0,1213.0,9136.0,14099672.0,1.240,776,0
12165,1.270,803,4052.0,1210.0,9162.0,14144158.0,1.270,803,0
12166,1.20,776,4036.0,1212.0,9162.0,14134447.0,1.20,776,0
12167,1.110,790,4040.0,1210.0,9206.0,14114210.0,1.110,790,0
12168,1.350,797,4087.0,1238.0,9192.0,14170633.0,1.350,797,0
12169,1.050,771,4039.0,1219.0,9217.0,14201084.0,1.050,771,0
12170,1.240,806,4058.0,1255.0,9217.0,14285479.0,1.240,806,0
12171,1.020,792,4058.0,1259.0,9256.0,14178392.0,1.020,792,0
12172,1.130,826,4034.0,1221.0,9242.0,14087586.0,1.130,826,0
12173,1.220,822,3996.0,1239.0,9245.0,14055093.0,1.220,822,0
12174,1.220,808,3997.0,1210.0,9281.0,14010039.0,1.220,808,0
12175,1.030,788,4070.0,1225.0,9266.0,14085341.0,1.030,788,0
12176,1.090,770,4013.0,1244.0,9276.0,14088688.0,1.090,770,0
12177,1.180,790,3986.0,1225.0,9300.0,14091967.0,1.180,790,0
12178,1.040,780,4037.0,1246.0,9292.0,14072921.0,1.040,780,0
12179,1.190,823,4024.0,1223.0,9343.0,14040715.0,1.190,823,0
12180,1.050,786,4070.0,1208.0,9340.0,14157504.0,1.050,786,0
12181,1.210,765,4063.0,1244.0,9356.0,14227623.0,1.210,765,0
12182,1.180,779,4022.0,1225.0,9313.0,14231114.0,1.180,779,0
12183,1.170,802,4042.0,1227.0,9364.0,14211792.0,1.170,802,0
12184,1.240,813,4051.0,1230.0,9355.0,14313637.0,1.240,813,0
12185,1.110,790,4040.0,1229.0,9341.0,14309370.0,1.110,790,0
12186,1.240,789,4096.0,1244.0,9383.0,14244408.0,1.240,789,0
12187,1.370,814,4113.0,1252.0,9373.0,14362095.0,1.370,814,0
12188,1.30,806,4103.0,1227.0,9435.0,14404210.0,1.30,806,0
12189,1.110,805,4173.0,1232.0,9405.0,14440359.0,1.110,805,0
12190,1.090,752,4125.0,1234.0,9441.0,14375987.0,1.090,752,0
12191,1.260,773,4097.0,1252.0,9414.0,14410088.0,1.260,773,0
12192,1.270,809,4163.0,1224.0,9451.0,14433232.0,1.270,809,0
12193,1.320,832,4172.0,1224.0,9488.0,14535703.0,1.320,832,0
12194,1.10,802,4152.0,1248.0,9479.0,14564600.0,1.10,802,0
12195,1.30,799,4190.0,1246.0,9467.0,14491728.0,1.30,799,0
12196,1.040,794,4121.0,1231.0,9483.0,14474503.0,1.040,794,0
12197,1.220,812,4163.0,1260.0,9496.0,14514459.0,1.220,812,0
12198,1.040,787,4174.0,1261.0,9495.0,14552434.0,1.040,787,0
12199,1.160,807,4232.0,1235.0,9528.0,14675466.0,1.160,807,0
12200,1.220,806,4274.0,1216.0,9539.0,14828342.0,1.220,806,0
12201,1.170,803,4256.0,1252.0,9542.0,14913745.0,1.170,803,0
12202,1.130,791,4192.0,1246.0,9560.0,14812918.0,1.130,791,0
12203,1.060,795,4219.0,1263.0,9580.0,14747819.0,1.060,795,0
12204,1.120,797,4213.0,1278.0,9543.0,14784735.0,1.120,797,0
12205,1.470,786,4188.0,1262.0,9544.0,14710602.0,1.470,786,0
12206,1.510,799,4235.0,1216.0,9539.0,14696858.0,1.510,799,0
12207,1.260,794,4214.0,1232.0,9531.0,14700880.0,1.260,794,0
12208,1.380,784,4243.0,1253.0,9518.0,14723064.0,1.380,784,0
12209,1.320,766,4275.0,1275.0,9486.0,14746199.0,1.320,766,0
12210,1.010,768,4298.0,1234.0,9465.0,14748099.0,1.010,768,0
12211,1.060,769,4278.0,1263.0,9468.0,14686247.0,1.060,769,0
12212,1.220,780,4297.0,1249.0,9471.0,14643776.0,1.220,780,0
12213,1.470,798,4244.0,1268.0,9471.0,14611164.0,1.470,798,0
12214,1.30,798,4183.0,1255.0,9452.0,14704250.0,1.30,798,0
12215,1.20,807,4215.0,1267.0,9482.0,14736277.0,1.20,807,0
12216,1.240,777,4283.0,1268.0,9431.0,14718873.0,1.240,777,0
12217,1.160,808,4215.0,1263.0,9438.0,14646306.0,1.160,808,0
12218,1.110,789,4259.0,1262.0,9410.0,14621200.0,1.110,789,0
12219,1.160,783,4200.0,1270.0,9392.0,14690252.0,1.160,783,0
12220,1.370,764,4258.0,1233.0,9405.0,14737940.0,1.370,764,0
12221,1.340,786,4362.0,1280.0,9389.0,14766460.0,1.340,786,0
12222,1.060,770,4374.0,1260.0,9404.0,14827240.0,1.060,770,0
12223,1.340,774,4401.0,1258.0,9428.0,14877514.0,1.340,774,0
12224,1.030,807,4343.0,1263.0,9421.0,14991644.0,1.030,807,0
12225,1.040,740,4364.0,1253.0,9388.0,14957760.0,1.040,740,0
12226,1.120,795,4361.0,1270.0,9391.0,15037477.0,1.120,795,0
12227,1.010,782,4378.0,1267.0,9420.0,15012295.0,1.010,782,0
12228,1.050,768,4400.0,1249.0,9428.0,14983995.0,1.050,768,0
12229,1.040,778,4393.0,1280.0,9426.0,15083930.0,1.040,778,0
12230,1.10,764,4423.0,1285.0,9398.0,15102326.0,1.10,764,0
12231,1.090,807,4447.0,1303.0,9394.0,15209023.0,1.090,807,0
12232,1.070,762,4449.0,1258.0,9410.0,15190563.0,1.070,762,0
12233,1.130,752,4480.0,1280.0,9448.0,15134984.0,1.130,752,0
12234,1.160,764,4496.0,1277.0,9457.0,15273786.0,1.160,764,0
12235,1.230,814,4512.0,1282.0,9477.0,15376817.0,1.230,814,0
12236,0.990,768,4558.0,1298.0,9478.0,15393787.0,0.990,768,0
12237,1.110,749,4586.0,1299.0,9516.0,15438024.0,1.110,749,0
12238,1.10,767,4593.0,1261.0,9545.0,15522575.0,1.10,767,0
12239,0.980,811,4591.0,1287.0,9565.0,15515419.0,0.980,811,0
12240,1.150,782,4614.0,1281.0,9587.0,15483700.0,1.150,782,0
12241,1.090,738,4582.0,1277.0,9564.0,15459614.0,1.090,738,0
12242,0.990,748,4579.0,1282.0,9578.0,15435441.0,0.990,748,0
12243,1.20,747,4674.0,1300.0,9563.0,15374253.0,1.20,747,0
12244,1.070,770,4663.0,1282.0,9535.0,15336244.0,1.070,770,0
12245,1.120,782,4605.0,1290.0,9530.0,15473067.0,1.120,782,0
12246,1.120,763,4597.0,1272.0,9544.0,15567281.0,1.120,763,0
12247,1.340,772,4609.0,1282.0,9523.0,15508781.0,1.340,772,0
12248,1.060,826,4644.0,1282.0,9544.0,15505493.0,1.060,826,0
12249,0.950,770,4638.0,1312.0,9548.0,15470313.0,0.950,770,0
12250,1.080,789,4645.0,1286.0,9552.0,15496816.0,1.080,789,0
12251,1.050,754,4683.0,1286.0,9540.0,15543548.0,1.050,754,0
12252,1.310,768,4641.0,1300.0,9585.0,15459257.0,1.310,768,0
12253,1.40,763,4678.0,1320.0,9598.0,15487860.0,1.40,763,0
12254,1.030,755,4661.0,1308.0,9601.0,15620125.0,1.030,755,0
12255,1.170,779,4709.0,1279.0,9666.0,15598243.0,1.170,779,0
12256,1.050,788,4744.0,1303.0,9699.0,15670280.0,1.050,788,0
12257,1.290,783,4767.0,1302.0,9791.0,15792995.0,1.290,783,0
12258,1.040,741,4800.0,1307.0,9815.0,15861605.0,1.040,741,0
12259,1.080,754,4868.0,1297.0,9862.0,16070916.0,1.080,754,0
12260,0.980,775,4849.0,1312.0,9957.0,16147855.0,0.980,775,0
12261,1.150,760,4850.0,1315.0,10002.0,16303580.0,1.150,760,0
12262,1.220,778,4827.0,1299.0,10130.0,16414786.0,1.220,778,0
12263,1.20,749,4790.0,1317.0,10167.0,16429675.0,1.20,749,0
12264,1.050,774,4901.0,1312.0,10141.0,16464539.0,1.050,774,0
12265,1.080,771,4933.0,1300.0,10157.0,16488106.0,1.080,771,0
12266,1.30,778,4854.0,1305.0,10223.0,16422889.0,1.30,778,0
12267,1.30,778,4895.0,1324.0,10256.0,16450188.0,1.30,778,0
12268,1.160,790,4887.0,1304.0,10314.0,16436338.0,1.160,790,0
12269,0.970,764,4908.0,1307.0,10329.0,16440135.0,0.970,764,0
12270,1.060,754,4974.0,1303.0,10348.0,16584450.0,1.060,754,0
12271,1.170,753,4956.0,1305.0,10394.0,16603277.0,1.170,753,0
12272,1.180,778,4857.0,1296.0,10457.0,16646850.0,1.180,778,0
12273,1.130,762,4941.0,1300.0,10473.0,16641921.0,1.130,762,0
12274,1.060,754,4953.0,1313.0,10586.0,16743627.0,1.060,754,0
12275,1.050,786,4927.0,1321.0,10543.0,16833875.0,1.050,786,0
12276,1.040,784,5016.0,1315.0,10570.0,16772832.0,1.040,784,0
12277,1.160,780,5044.0,1313.0,10621.0,16760916.0,1.160,780,0
12278,1.140,816,5031.0,1314.0,10642.0,16806054.0,1.140,816,0
12279,1.160,767,4955.0,1307.0,10651.0,16727853.0,1.160,767,0
12280,1.40,808,5003.0,1318.0,10684.0,16742612.0,1.40,808,0
12281,1.210,795,4950.0,1305.0,10684.0,16790399.0,1.210,795,0
12282,0.980,758,4950.0,1317.0,10671.0,16723865.0,0.980,758,0
12283,1.0,738,4980.0,1323.0,10717.0,16722761.0,1.0,738,0
12284,1.130,765,4952.0,1323.0,10848.0,16756416.0,1.130,765,0
12285,1.290,769,4972.0,1323.0,10860.0,16815228.0,1.290,769,0
12286,1.210,800,4938.0,1311.0,10906.0,16692458.0,1.210,800,0
12287,1.060,797,4939.0,1343.0,10841.0,16711681.0,1.060,797,0
12288,1.060,785,4962.0,1328.0,10843.0,16659468.0,1.060,785,1
12289,1.220,773,4876.0,1326.0,10870.0,16723903.0,1.220,773,1
12290,1.250,767,4922.0,1352.0,10890.0,16760953.0,1.250,767,1
12291,1.260,730,4945.0,1362.0,10899.0,16847366.0,1.260,730,1
12292,1.130,767,4934.0,1322.0,10925.0,16868821.0,1.130,767,1
12293,1.230,823,4967.0,1317.0,10977.0,16906093.0,1.230,823,1
12294,1.340,796,5019.0,1335.0,10969.0,17005022.0,1.340,796,1
12295,0.990,755,4980.0,1325.0,10941.0,17035707.0,0.990,755,2
12296,1.080,776,5056.0,1360.0,10951.0,19560576.0,1.080,776,0
12297,1.240,778,4996.0,1383.0,10975.0,16889825.0,1.240,778,0
12298,1.360,798,4936.0,1359.0,11014.0,16736093.0,1.360,798,0
12299,1.070,772,4924.0,1359.0,11000.0,16717294.0,1.070,772,0
12300,1.160,816,4963.0,1350.0,11017.0,16757776.0,1.160,816,0
12301,1.160,760,4950.0,1338.0,11021.0,16790674.0,1.160,760,0
12302,0.970,783,4884.0,1352.0,11041.0,16721954.0,0.970,783,0
12303,1.050,778,4948.0,1358.0,10980.0,16644731.0,1.050,778,0
12304,0.980,777,4883.0,1370.0,10997.0,16716818.0,0.980,777,0
12305,1.030,767,4843.0,1357.0,11003.0,16602237.0,1.030,767,0
12306,1.050,762,4845.0,1347.0,11003.0,16532439.0,1.050,762,0
12307,1.030,794,4850.0,1369.0,11017.0,16583251.0,1.030,794,0
12308,1.160,779,4795.0,1372.0,10967.0,16535901.0,1.160,779,0
12309,1.030,794,4809.0,1389.0,10985.0,16516352.0,1.030,794,1
12310,1.160,797,4750.0,1358.0,11003.0,16474228.0,1.160,797,1
12311,1.310,806,4731.0,1370.0,10972.0,16457637.0,1.310,806,1
12312,1.30,765,4740.0,1380.0,11013.0,16441220.0,1.30,765,1
12313,1.060,769,4726.0,1365.0,10991.0,16497408.0,1.060,769,1
12314,1.210,791,4777.0,1343.0,10963.0,16504329.0,1.210,791,1
12315,0.970,748,4739.0,1371.0,10997.0,16380545.0,0.970,748,1
12316,1.130,761,4758.0,1367.0,10992.0,16449178.0,1.130,761,1
12317,1.190,805,4733.0,1373.0,11017.0,16554763.0,1.190,805,1
12318,0.920,784,4780.0,1362.0,10997.0,16543012.0,0.920,784,1
12319,1.190,749,4819.0,1383.0,10997.0,16594263.0,1.190,749,2
12320,1.140,773,4741.0,1348.0,10965.0,16445631.0,1.140,773,0
12321,1.140,775,4708.0,1354.0,10971.0,16354393.0,1.140,775,0
12322,1.040,780,4713.0,1385.0,10995.0,16326012.0,1.040,780,0
12323,1.170,809,4727.0,1387.0,10982.0,16432462.0,1.170,809,0
12324,1.040,810,4670.0,1378.0,10934.0,16427578.0,1.040,810,0
12325,1.210,822,4653.0,1393.0,10920.0,16231697.0,1.210,822,0
12326,1.230,816,4677.0,1396.0,10884.0,16096332.0,1.230,816,0
12327,1.160,782,4658.0,1400.0,10905.0,16028905.0,1.160,782,0
12328,1.080,792,4671.0,1386.0,10888.0,16242581.0,1.080,792,0
12329,1.160,792,4633.0,1383.0,10868.0,16173848.0,1.160,792,0
12330,1.10,782,4627.0,1391.0,10840.0,16027726.0,1.10,782,0
12331,1.0,790,4517.0,1380.0,10834.0,16032596.0,1.0,790,0
12332,1.0,782,4579.0,1393.0,10837.0,16017003.0,1.0,782,0
12333,0.980,803,4593.0,1393.0,10852.0,15987160.0,0.980,803,0
12334,1.150,812,4620.0,1390.0,10821.0,15959028.0,1.150,812,0
12335,1.10,814,4633.0,1401.0,10800.0,15895310.0,1.10,814,0
12336,1.060,793,4613.0,1367.0,10808.0,15836705.0,1.060,793,0
12337,1.490,816,4628.0,1383.0,10790.0,15848588.0,1.490,816,0
12338,1.110,795,4680.0,1407.0,10809.0,15942717.0,1.110,795,0
12339,0.980,770,4596.0,1434.0,10759.0,15837274.0,0.980,770,0
12340,1.190,778,4547.0,1420.0,10707.0,15632316.0,1.190,778,0
12341,1.210,787,4585.0,1399.0,10696.0,15592473.0,1.210,787,0
12342,1.230,799,4533.0,1421.0,10672.0,15467808.0,1.230,799,0
12343,1.170,801,4541.0,1409.0,10656.0,15463867.0,1.170,801,0
12344,1.160,857,4566.0,1445.0,10639.0,15636963.0,1.160,857,0
12345,1.170,836,4517.0,1404.0,10623.0,15545431.0,1.170,836,0
12346,1.280,821,4499.0,1401.0,10579.0,15501075.0,1.280,821,1
12347,1.270,769,4523.0,1384.0,10589.0,15445862.0,1.270,769,1
12348,1.220,796,4521.0,1429.0,10584.0,15453583.0,1.220,796,1
12349,1.060,767,4484.0,1413.0,10527.0,15447160.0,1.060,767,1
12350,1.030,812,4567.0,1390.0,10519.0,15454637.0,1.030,812,1
12351,1.110,797,4486.0,1426.0,10545.0,15450083.0,1.110,797,1
12352,1.180,811,4488.0,1427.0,10532.0,15425884.0,1.180,811,1
12353,1.060,786,4468.0,1415.0,10523.0,15390872.0,1.060,786,1
12354,1.120,805,4456.0,1425.0,10490.0,15440422.0,1.120,805,1
12355,1.150,773,4456.0,1416.0,10532.0,15443209.0,1.150,773,1
12356,1.120,807,4462.0,1426.0,10495.0,15412151.0,1.120,807,1
12357,0.970,784,4438.0,1409.0,10472.0,15369748.0,0.970,784,1
12358,1.080,802,4508.0,1418.0,10465.0,15321228.0,1.080,802,1
12359,1.030,797,4487.0,1445.0,10459.0,15290989.0,1.030,797,2
12360,1.10,791,4503.0,1433.0,10427.0,15237593.0,1.10,791,0
12361,1.070,818,4488.0,1425.0,10413.0,15333664.0,1.070,818,0
12362,1.120,792,4513.0,1434.0,10449.0,15388598.0,1.120,792,0
12363,0.910,776,4501.0,1446.0,10445.0,15239320.0,0.910,776,0
12364,1.080,797,4527.0,1424.0,10413.0,15299884.0,1.080,797,0
12365,1.450,813,4554.0,1445.0,10435.0,15321612.0,1.450,813,0
12366,1.140,826,4476.0,1434.0,10424.0,15381260.0,1.140,826,0
12367,1.210,823,4478.0,1431.0,10438.0,15376013.0,1.210,823,0
12368,1.170,790,4498.0,1447.0,10448.0,15387956.0,1.170,790,1
12369,1.050,795,4472.0,1435.0,10421.0,15404515.0,1.050,795,1
12370,1.260,821,4455.0,1430.0,10422.0,15322587.0,1.260,821,1
12371,1.170,822,4479.0,1478.0,10400.0,15244829.0,1.170,822,1
12372,1.190,831,4435.0,1435.0,10421.0,15300061.0,1.190,831,1
12373,1.310,826,4464.0,1423.0,10471.0,15287279.0,1.310,826,1
12374,1.310,795,4429.0,1411.0,10411.0,15408433.0,1.310,795,2
12375,0.90,790,4484.0,1448.0,10408.0,15210515.0,0.90,790,0
12376,1.170,812,4447.0,1451.0,10416.0,15163902.0,1.170,812,0
12377,1.220,825,4474.0,1440.0,10399.0,15156709.0,1.220,825,0
12378,1.10,813,4469.0,1433.0,10393.0,15107582.0,1.10,813,0
12379,1.180,839,4530.0,1417.0,10365.0,15208293.0,1.180,839,0
12380,1.220,813,4516.0,1429.0,10363.0,15240716.0,1.220,813,0
12381,1.380,820,4505.0,1411.0,10359.0,15224147.0,1.380,820,1
12382,1.150,791,4500.0,1436.0,10347.0,15200103.0,1.150,791,1
12383,0.970,773,4520.0,1459.0,10345.0,15165350.0,0.970,773,1
12384,0.980,777,4487.0,1442.0,10359.0,15307047.0,0.980,777,1
12385,1.050,802,4487.0,1423.0,10365.0,15171091.0,1.050,802,1
12386,0.970,813,4445.0,1416.0,10366.0,15230506.0,0.970,813,1
12387,1.510,823,4395.0,1421.0,10345.0,15207392.0,1.510,823,2
12388,1.150,803,4434.0,1432.0,10245.0,15191034.0,1.150,803,0
12389,1.220,796,4470.0,1429.0,10334.0,15144701.0,1.220,796,0
12390,1.290,849,4460.0,1410.0,10323.0,15173154.0,1.290,849,0
12391,1.220,815,4453.0,1433.0,10310.0,15229177.0,1.220,815,0
12392,1.190,786,4429.0,1416.0,10322.0,15244410.0,1.190,786,0
12393,1.490,815,4452.0,1423.0,10360.0,15193940.0,1.490,815,0
12394,1.470,813,4481.0,1431.0,10284.0,15293827.0,1.470,813,0
12395,1.330,801,4522.0,1432.0,10296.0,15264414.0,1.330,801,0
12396,1.280,793,4509.0,1411.0,10313.0,15306395.0,1.280,793,0
12397,1.180,829,4462.0,1426.0,10317.0,15191459.0,1.180,829,0
12398,1.120,804,4459.0,1410.0,10316.0,15140727.0,1.120,804,0
12399,1.0,811,4501.0,1432.0,10295.0,15145178.0,1.0,811,0
12400,1.150,782,4512.0,1465.0,10302.0,15131998.0,1.150,782,0
12401,1.310,803,4489.0,1416.0,10328.0,15203684.0,1.310,803,0
12402,1.150,790,4496.0,1432.0,10300.0,15215487.0,1.150,790,0
12403,1.160,781,4465.0,1408.0,10301.0,15233584.0,1.160,781,0
12404,1.180,800,4477.0,1457.0,10305.0,15262180.0,1.180,800,0
12405,1.340,791,4491.0,1428.0,10299.0,15264303.0,1.340,791,0
12406,1.020,805,4476.0,1418.0,10280.0,15184737.0,1.020,805,0
12407,0.980,822,4420.0,1420.0,10314.0,15160151.0,0.980,822,0
12408,1.080,789,4426.0,1393.0,10318.0,15206566.0,1.080,789,0
12409,1.090,788,4478.0,1409.0,10269.0,15211054.0,1.090,788,0
12410,1.170,757,4472.0,1397.0,10265.0,15071438.0,1.170,757,0
12411,0.970,800,4469.0,1439.0,10258.0,15109063.0,0.970,800,1
12412,1.070,792,4440.0,1425.0,10285.0,15119558.0,1.070,792,1
12413,1.130,786,4448.0,1436.0,10266.0,14943456.0,1.130,786,1
12414,1.090,808,4445.0,1425.0,10267.0,15059648.0,1.090,808,1
12415,1.220,845,4426.0,1409.0,10243.0,15045320.0,1.220,845,1
12416,1.220,763,4439.0,1410.0,10240.0,14986703.0,1.220,763,1
12417,1.20,825,4435.0,1403.0,10303.0,15001270.0,1.20,825,2
12418,1.050,786,4430.0,1418.0,10252.0,15087292.0,1.050,786,0
12419,0.960,759,4383.0,1442.0,10224.0,15095234.0,0.960,759,0
12420,1.240,774,4470.0,1420.0,10236.0,15086833.0,1.240,774,0
12421,1.420,796,4415.0,1416.0,10244.0,15097220.0,1.420,796,0
12422,1.410,783,4413.0,1444.0,10224.0,15086158.0,1.410,783,0
12423,0.930,819,4418.0,1429.0,10227.0,15033706.0,0.930,819,0
12424,1.030,794,4415.0,1407.0,10234.0,15080226.0,1.030,794,0
12425,1.360,817,4487.0,1430.0,10240.0,15087717.0,1.360,817,0
12426,1.420,780,4477.0,1438.0,10254.0,15137203.0,1.420,780,0
12427,1.10,793,4490.0,1409.0,10265.0,15205923.0,1.10,793,0
12428,1.040,775,4481.0,1429.0,10263.0,15182075.0,1.040,775,0
12429,1.0,772,4453.0,1418.0,10245.0,15158826.0,1.0,772,0
12430,1.240,810,4461.0,1422.0,10227.0,15093827.0,1.240,810,0
12431,1.110,811,4472.0,1415.0,10229.0,15062293.0,1.110,811,0
12432,1.120,792,4478.0,1415.0,10222.0,15101817.0,1.120,792,0
12433,1.080,783,4425.0,1398.0,10207.0,15101660.0,1.080,783,0
12434,1.050,794,4409.0,1401.0,10253.0,15014581.0,1.050,794,0
12435,1.180,801,4433.0,1425.0,10245.0,15073676.0,1.180,801,0
12436,1.040,791,4444.0,1415.0,10249.0,15152226.0,1.040,791,0
12437,1.050,782,4475.0,1435.0,10236.0,15179400.0,1.050,782,0
12438,1.660,772,4449.0,1435.0,10242.0,15218530.0,1.660,772,0
12439,1.310,804,4499.0,1416.0,10300.0,15236450.0,1.310,804,0
12440,1.140,792,4531.0,1404.0,10263.0,15212086.0,1.140,792,0
12441,1.190,824,4566.0,1397.0,10256.0,15146585.0,1.190,824,0
12442,1.20,776,4541.0,1407.0,10251.0,15197540.0,1.20,776,0
12443,0.980,822,4541.0,1430.0,10303.0,15258022.0,0.980,822,0
12444,1.10,788,4556.0,1427.0,10278.0,15330017.0,1.10,788,0
12445,1.090,794,4470.0,1405.0,10283.0,15296398.0,1.090,794,0
12446,1.320,783,4510.0,1385.0,10286.0,15269100.0,1.320,783,0
12447,1.160,785,4503.0,1430.0,10283.0,15262544.0,1.160,785,0
12448,1.010,787,4498.0,1425.0,10259.0,15288822.0,1.010,787,0
12449,1.080,779,4461.0,1412.0,10266.0,15215249.0,1.080,779,0
12450,1.360,814,4503.0,1434.0,10256.0,15177802.0,1.360,814,0
12451,1.140,797,4488.0,1394.0,10277.0,15250129.0,1.140,797,0
12452,1.130,836,4471.0,1382.0,10265.0,15266947.0,1.130,836,0
12453,1.270,803,4507.0,1390.0,10253.0,15239381.0,1.270,803,0
12454,1.070,781,4471.0,1381.0,10253.0,15285187.0,1.070,781,0
12455,0.980,793,4541.0,1432.0,10269.0,15138504.0,0.980,793,0
12456,0.910,745,4561.0,1383.0,10271.0,15193435.0,0.910,745,0
12457,1.10,786,4535.0,1400.0,10279.0,15210625.0,1.10,786,0
12458,1.040,808,4520.0,1403.0,10271.0,15314926.0,1.040,808,0
12459,1.150,810,4492.0,1418.0,10277.0,15327609.0,1.150,810,0
12460,0.970,785,4548.0,1430.0,10285.0,15285865.0,0.970,785,0
