Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,Label,Score
8258,1.02,837,4852.0,1349.0,10526.0,15776596.0,1.02,837,0,0.0
8259,1.39,826,4877.0,1354.0,10460.0,15917790.0,1.39,826,0,0.0
8260,1.33,808,4894.0,1360.0,10468.0,15883198.0,1.33,808,0,0.0
8261,1.16,798,4918.0,1361.0,10492.0,15851153.0,1.16,798,0,0.0
8262,1.29,814,4873.0,1346.0,10488.0,15827993.0,1.29,814,0,0.0
8263,1.18,797,4880.0,1338.0,10516.0,15799768.0,1.18,797,0,0.0
8264,1.34,812,4875.0,1340.0,10478.0,15815569.0,1.34,812,0,0.0
8265,1.29,808,4893.0,1347.0,10447.0,15896206.0,1.29,808,0,0.0
8266,1.31,787,4913.0,1347.0,10458.0,15936393.0,1.31,787,0,0.0
8267,1.33,811,4916.0,1342.0,10477.0,15950992.0,1.33,811,0,0.0
8268,1.09,818,4930.0,1357.0,10474.0,15887847.0,1.09,818,0,0.0
8269,1.3,844,4977.0,1364.0,10491.0,15854310.0,1.3,844,0,0.0
8270,1.34,807,4934.0,1366.0,10475.0,15954900.0,1.34,807,0,0.0
8271,1.34,792,4964.0,1357.0,10496.0,16094091.0,1.34,792,0,0.0
8272,1.16,830,4970.0,1380.0,10483.0,16044221.0,1.16,830,0,0.0
8273,1.14,802,4962.0,1392.0,10485.0,15985297.0,1.14,802,0,0.0
8274,1.21,849,5014.0,1378.0,10542.0,16103582.0,1.21,849,0,0.0
8275,1.09,754,5066.0,1380.0,10501.0,16175377.0,1.09,754,0,0.0
8276,1.41,823,4946.0,1352.0,10524.0,16044072.0,1.41,823,0,0.0
8277,1.35,825,5095.0,1351.0,10517.0,16020920.0,1.35,825,0,0.0
8278,1.11,821,5076.0,1377.0,10572.0,16122938.0,1.11,821,0,0.0
8279,1.06,802,5028.0,1380.0,10570.0,16196625.0,1.06,802,0,0.0
8280,1.19,804,5062.0,1365.0,10591.0,16098158.0,1.19,804,0,0.0
8281,1.07,825,5094.0,1366.0,10571.0,16136357.0,1.07,825,0,0.0
8282,1.32,873,5088.0,1351.0,10546.0,16147556.0,1.32,873,0,0.0
8283,1.49,823,5049.0,1366.0,10524.0,16057811.0,1.49,823,0,0.0
8284,1.15,830,5022.0,1383.0,10490.0,16011035.0,1.15,830,0,0.0
8285,1.11,883,5046.0,1359.0,10444.0,15941828.0,1.11,883,0,0.0
8286,0.98,794,5093.0,1360.0,10516.0,15996821.0,0.98,794,0,0.0
8287,1.12,803,5087.0,1377.0,10499.0,16143385.0,1.12,803,0,0.0
8288,1.14,813,5118.0,1360.0,10510.0,16060740.0,1.14,813,0,0.0
8289,1.07,840,5114.0,1382.0,10480.0,16054404.0,1.07,840,0,0.0
8290,1.07,822,5044.0,1383.0,10447.0,15835453.0,1.07,822,0,0.0
8291,1.29,816,5030.0,1383.0,10448.0,15750436.0,1.29,816,0,0.0
8292,1.11,806,4992.0,1385.0,10460.0,15726856.0,1.11,806,0,0.0
8293,1.31,841,5052.0,1389.0,10445.0,15723704.0,1.31,841,0,0.0
8294,1.35,827,5012.0,1381.0,10449.0,15784231.0,1.35,827,0,0.0
8295,1.19,810,5017.0,1391.0,10440.0,15960425.0,1.19,810,0,0.0
8296,0.97,815,5113.0,1370.0,10462.0,16048050.0,0.97,815,0,0.0
8297,1.2,838,5109.0,1383.0,10450.0,16066317.0,1.2,838,0,0.0
8298,1.21,827,5094.0,1386.0,10442.0,15949029.0,1.21,827,0,0.0
8299,1.18,786,5056.0,1379.0,10427.0,16056893.0,1.18,786,0,0.0
8300,0.97,787,5096.0,1381.0,10458.0,16183158.0,0.97,787,0,0.0
8301,1.46,807,5069.0,1369.0,10443.0,16080869.0,1.46,807,0,0.0
8302,1.13,835,5097.0,1371.0,10450.0,16067409.0,1.13,835,0,0.0
8303,1.22,857,5128.0,1402.0,10465.0,16128617.0,1.22,857,0,0.0
8304,1.3,842,5145.0,1395.0,10350.0,16112319.0,1.3,842,0,0.0
8305,1.11,774,5076.0,1418.0,10467.0,16116329.0,1.11,774,0,0.0
8306,1.16,808,5112.0,1398.0,10476.0,16104655.0,1.16,808,0,0.0
8307,1.33,800,5142.0,1386.0,10520.0,16175054.0,1.33,800,0,0.0
8308,1.16,812,5136.0,1388.0,10521.0,16258563.0,1.16,812,0,0.0
8309,1.1,815,5159.0,1376.0,10509.0,16320688.0,1.1,815,0,0.0
8310,1.06,801,5097.0,1398.0,10477.0,16211303.0,1.06,801,0,0.0
8311,1.16,823,5093.0,1383.0,10498.0,16168824.0,1.16,823,0,0.0
8312,1.18,830,5018.0,1379.0,10455.0,16058487.0,1.18,830,0,0.0
8313,1.48,846,5128.0,1374.0,10423.0,15969521.0,1.48,846,0,0.0
8314,1.21,847,5057.0,1387.0,10411.0,15993973.0,1.21,847,0,0.0
8315,1.26,839,5009.0,1366.0,10367.0,15734984.0,1.26,839,0,0.0
8316,1.32,854,4985.0,1384.0,10346.0,15741580.0,1.32,854,0,0.0
8317,1.23,859,4931.0,1373.0,10345.0,15677579.0,1.23,859,0,0.0
8318,1.03,832,5016.0,1392.0,10371.0,15663233.0,1.03,832,0,0.0
8319,1.16,874,5038.0,1395.0,10315.0,15682395.0,1.16,874,0,0.0
8320,1.32,838,5029.0,1388.0,10348.0,15626795.0,1.32,838,0,0.0
8321,1.44,861,4961.0,1399.0,10334.0,15678808.0,1.44,861,0,0.0
8322,1.22,822,4993.0,1387.0,10323.0,15731900.0,1.22,822,0,0.0
8323,1.24,824,5040.0,1409.0,10364.0,15739034.0,1.24,824,0,0.0
8324,1.23,856,4995.0,1385.0,10349.0,15781659.0,1.23,856,0,0.0
8325,1.11,840,4996.0,1400.0,10371.0,15856617.0,1.11,840,0,0.0
8326,1.16,860,5025.0,1391.0,10368.0,15940538.0,1.16,860,0,0.0
8327,1.15,858,4958.0,1412.0,10411.0,15977150.0,1.15,858,0,0.0
8328,1.12,836,5030.0,1370.0,10399.0,15899325.0,1.12,836,0,0.0
8329,1.09,800,5088.0,1358.0,10422.0,15975195.0,1.09,800,0,0.0
8330,1.29,834,5088.0,1406.0,10430.0,15903722.0,1.29,834,0,0.0
8331,1.35,890,5124.0,1403.0,10499.0,15913588.0,1.35,890,0,0.0
8332,1.34,836,5040.0,1381.0,10519.0,15967566.0,1.34,836,0,0.0
8333,1.12,817,5143.0,1388.0,10539.0,15965994.0,1.12,817,0,0.0
8334,1.19,823,5168.0,1397.0,10563.0,16090631.0,1.19,823,0,0.0
8335,1.2,852,5217.0,1362.0,10666.0,16380004.0,1.2,852,0,0.0
8336,1.09,817,5264.0,1369.0,10718.0,16478661.0,1.09,817,0,0.0
8337,1.42,865,5214.0,1392.0,10686.0,16580925.0,1.42,865,0,0.0
8338,1.28,836,5223.0,1393.0,10737.0,16582824.0,1.28,836,0,0.0
8339,1.09,862,5238.0,1394.0,10744.0,16548634.0,1.09,862,0,0.0
8340,1.42,824,5251.0,1382.0,10777.0,16570703.0,1.42,824,0,0.0
8341,1.08,838,5281.0,1380.0,10829.0,16592571.0,1.08,838,0,0.0
8342,1.28,859,5277.0,1391.0,10803.0,16650872.0,1.28,859,0,0.0
8343,1.13,887,5255.0,1392.0,10847.0,16602594.0,1.13,887,0,0.0
8344,1.24,873,5310.0,1395.0,10900.0,16620207.0,1.24,873,0,0.0
8345,1.37,827,5390.0,1378.0,10940.0,16611893.0,1.37,827,0,0.0
8346,1.13,851,5380.0,1392.0,10955.0,16733082.0,1.13,851,0,0.0
8347,1.27,857,5359.0,1404.0,10999.0,16825459.0,1.27,857,0,0.0
8348,1.35,851,5398.0,1383.0,11046.0,16802541.0,1.35,851,0,0.0
8349,1.23,807,5352.0,1402.0,11056.0,16785368.0,1.23,807,0,0.0
8350,1.22,812,5388.0,1374.0,11108.0,16662973.0,1.22,812,0,0.0
8351,1.03,809,5383.0,1368.0,11120.0,16717706.0,1.03,809,0,0.0
8352,1.17,858,5406.0,1401.0,11164.0,16798859.0,1.17,858,0,0.0
8353,1.13,863,5405.0,1384.0,11184.0,16877384.0,1.13,863,0,0.0
8354,1.14,815,5385.0,1415.0,11206.0,16970355.0,1.14,815,0,0.0
8355,1.44,811,5415.0,1413.0,11230.0,17033471.0,1.44,811,0,0.0
8356,1.15,858,5455.0,1382.0,11261.0,17100095.0,1.15,858,0,0.0
8357,1.45,859,5507.0,1394.0,11281.0,17135581.0,1.45,859,0,0.0
8358,1.14,834,5477.0,1386.0,11330.0,17182291.0,1.14,834,0,0.0
8359,1.2,843,5484.0,1379.0,11352.0,17237805.0,1.2,843,0,0.0
8360,1.3,817,5496.0,1382.0,11367.0,17118224.0,1.3,817,0,0.0
8361,1.46,834,5483.0,1392.0,11356.0,17057358.0,1.46,834,0,0.0
8362,1.84,853,5471.0,1383.0,11394.0,17107117.0,1.84,853,0,0.0
8363,1.26,871,5541.0,1389.0,11448.0,17210048.0,1.26,871,0,0.0
8364,1.51,830,5464.0,1395.0,11485.0,17229816.0,1.51,830,0,0.0
8365,1.36,862,5475.0,1401.0,11505.0,17219074.0,1.36,862,0,0.0
8366,1.11,833,5453.0,1398.0,11523.0,17153826.0,1.11,833,0,0.0
8367,1.41,843,5481.0,1408.0,11549.0,17245757.0,1.41,843,0,0.0
8368,1.23,858,5431.0,1385.0,11591.0,17201471.0,1.23,858,0,0.0
8369,1.24,848,5461.0,1391.0,11602.0,17189165.0,1.24,848,0,0.0
8370,1.18,845,5477.0,1408.0,11611.0,17284533.0,1.18,845,0,0.0
8371,1.28,837,5451.0,1391.0,11611.0,17356210.0,1.28,837,0,0.0
8372,1.41,878,5546.0,1382.0,11624.0,17314058.0,1.41,878,0,0.0
8373,1.22,840,5563.0,1380.0,11692.0,17460240.0,1.22,840,0,0.0
8374,1.08,832,5589.0,1391.0,11707.0,17509188.0,1.08,832,0,0.0
8375,1.12,855,5558.0,1423.0,11713.0,17399044.0,1.12,855,0,0.0
8376,1.27,845,5564.0,1410.0,11779.0,17433039.0,1.27,845,0,0.0
8377,1.32,877,5563.0,1387.0,11756.0,17447544.0,1.32,877,0,0.0
8378,1.26,827,5582.0,1370.0,11779.0,17423849.0,1.26,827,0,0.0
8379,1.3,845,5539.0,1380.0,11822.0,17458869.0,1.3,845,0,0.0
8380,1.18,865,5536.0,1389.0,11819.0,17468105.0,1.18,865,0,0.0
8381,1.13,846,5573.0,1394.0,11775.0,17376881.0,1.13,846,0,0.0
8382,1.07,856,5562.0,1388.0,11771.0,17351136.0,1.07,856,0,0.0
8383,1.31,843,5510.0,1384.0,11760.0,17267168.0,1.31,843,0,0.0
8384,1.23,865,5504.0,1381.0,11746.0,17217753.0,1.23,865,0,0.0
8385,1.24,832,5517.0,1393.0,11808.0,17163082.0,1.24,832,0,0.0
8386,1.32,845,5504.0,1398.0,11779.0,17217887.0,1.32,845,0,0.0
8387,1.09,865,5500.0,1364.0,11751.0,17240475.0,1.09,865,0,0.0
8388,1.16,826,5489.0,1417.0,11736.0,17236623.0,1.16,826,0,0.0
8389,1.11,828,5532.0,1391.0,11791.0,17211934.0,1.11,828,0,0.0
8390,1.0,846,5548.0,1390.0,11821.0,17196427.0,1.0,846,0,0.0
8391,1.16,814,5531.0,1407.0,11811.0,17243142.0,1.16,814,0,0.0
8392,1.31,854,5537.0,1404.0,11770.0,17263206.0,1.31,854,0,0.0
8393,1.33,843,5592.0,1370.0,11833.0,17298362.0,1.33,843,0,0.0
8394,1.19,828,5577.0,1379.0,11816.0,17395899.0,1.19,828,0,0.0
8395,1.19,829,5580.0,1394.0,11850.0,17470722.0,1.19,829,0,0.0
8396,1.07,858,5587.0,1375.0,11827.0,17511119.0,1.07,858,0,0.0
8397,1.15,853,5596.0,1391.0,11881.0,17582714.0,1.15,853,0,0.0
8398,1.3,817,5649.0,1395.0,11949.0,17588071.0,1.3,817,0,0.0
8399,1.05,829,5680.0,1386.0,12040.0,17661255.0,1.05,829,0,0.0
8400,1.1,825,5727.0,1385.0,12129.0,17896929.0,1.1,825,0,0.0
8401,1.22,828,5724.0,1399.0,12197.0,17925059.0,1.22,828,0,0.0
8402,1.06,842,5697.0,1377.0,12147.0,17932247.0,1.06,842,0,0.0
8403,1.13,833,5735.0,1392.0,12166.0,17726433.0,1.13,833,0,0.0
8404,1.0,852,5706.0,1377.0,12181.0,17842549.0,1.0,852,0,0.0
8405,1.01,857,5712.0,1385.0,12251.0,17946596.0,1.01,857,1,0.0
8406,1.14,876,5760.0,1381.0,12379.0,18043364.0,1.14,876,1,0.0
8407,1.18,865,5724.0,1390.0,12422.0,18271483.0,1.18,865,1,0.0
8408,1.13,826,5727.0,1371.0,12482.0,18226381.0,1.13,826,1,0.0
8409,1.28,849,5661.0,1385.0,12440.0,18264504.0,1.28,849,1,0.0
8410,1.01,875,5709.0,1384.0,12544.0,18152639.0,1.01,875,1,0.74493902584
8411,1.2,872,5717.0,1368.0,12558.0,18199548.0,1.2,872,1,0.0
8412,1.31,860,5741.0,1387.0,12611.0,18262752.0,1.31,860,1,0.0
8413,1.24,856,5757.0,1372.0,12661.0,18311628.0,1.24,856,1,0.0
8414,1.07,891,5774.0,1391.0,12740.0,18375954.0,1.07,891,2,0.0
8415,1.46,872,5799.0,1391.0,12786.0,18530623.0,1.46,872,0,0.0
8416,1.18,884,5878.0,1392.0,12889.0,18677198.0,1.18,884,0,0.0
8417,1.4,879,5838.0,1404.0,12985.0,18755329.0,1.4,879,0,0.0
8418,0.95,859,5968.0,1413.0,13050.0,18802307.0,0.95,859,0,0.0
8419,1.35,841,5928.0,1381.0,13051.0,18845707.0,1.35,841,0,0.0
8420,1.08,851,5970.0,1385.0,13183.0,18793462.0,1.08,851,0,0.0
8421,1.21,858,5977.0,1383.0,13303.0,18868667.0,1.21,858,0,0.0
8422,1.53,880,6033.0,1386.0,13371.0,18987458.0,1.53,880,0,0.0
8423,1.29,826,6002.0,1403.0,13344.0,19105972.0,1.29,826,0,0.0
8424,1.1,861,5988.0,1404.0,13262.0,19073530.0,1.1,861,0,0.0
8425,1.19,846,6026.0,1411.0,13285.0,18992562.0,1.19,846,0,0.0
8426,1.23,871,6063.0,1392.0,13361.0,18832225.0,1.23,871,0,0.0
8427,1.31,843,6056.0,1414.0,13359.0,19074382.0,1.31,843,0,0.0
8428,1.0,839,6114.0,1407.0,13548.0,19172606.0,1.0,839,0,0.0
8429,1.14,870,6158.0,1372.0,13578.0,19323391.0,1.14,870,0,0.0
8430,1.22,850,6121.0,1376.0,13602.0,19318788.0,1.22,850,0,0.0
8431,1.39,859,6068.0,1370.0,13630.0,19262735.0,1.39,859,0,0.0
8432,1.27,876,6063.0,1374.0,13669.0,19180214.0,1.27,876,0,0.0
8433,1.3,853,6079.0,1372.0,13714.0,18999937.0,1.3,853,0,0.0
8434,1.16,880,6114.0,1401.0,13710.0,19105107.0,1.16,880,0,0.0
8435,1.06,861,6055.0,1381.0,13762.0,19174049.0,1.06,861,0,0.0
8436,1.11,908,6045.0,1384.0,13793.0,19134268.0,1.11,908,0,0.0
8437,1.13,840,6003.0,1380.0,13848.0,19075492.0,1.13,840,0,0.0
8438,1.34,865,6050.0,1373.0,13856.0,19034968.0,1.34,865,0,0.0
8439,1.46,872,6027.0,1385.0,13880.0,19101325.0,1.46,872,0,0.0
8440,1.32,895,6045.0,1389.0,13870.0,19097357.0,1.32,895,0,0.0
8441,1.27,872,6073.0,1378.0,13880.0,19154557.0,1.27,872,0,0.0
8442,1.26,887,6071.0,1388.0,13880.0,19081283.0,1.26,887,0,0.0
8443,1.16,870,6012.0,1360.0,13878.0,19144803.0,1.16,870,0,0.0
8444,1.35,840,6068.0,1388.0,13923.0,19228473.0,1.35,840,0,0.0
8445,1.15,867,6103.0,1378.0,14006.0,19257841.0,1.15,867,0,0.0
8446,1.13,839,6118.0,1376.0,14025.0,19367089.0,1.13,839,0,0.0
8447,1.18,864,6054.0,1387.0,13979.0,19400570.0,1.18,864,0,0.0
8448,1.01,846,6150.0,1383.0,14033.0,19365523.0,1.01,846,0,0.0
8449,1.26,873,6183.0,1365.0,14050.0,19380030.0,1.26,873,0,0.0
8450,1.02,859,6180.0,1363.0,14094.0,19526189.0,1.02,859,0,0.0
8451,1.32,882,6243.0,1352.0,14116.0,19483549.0,1.32,882,0,0.0
8452,1.09,858,6207.0,1370.0,14195.0,19603843.0,1.09,858,0,0.0
8453,1.32,867,6303.0,1359.0,14226.0,19677279.0,1.32,867,0,0.0
8454,1.1,886,6250.0,1387.0,14243.0,19749549.0,1.1,886,0,0.0
8455,1.18,894,6263.0,1366.0,14290.0,19721261.0,1.18,894,0,0.0
8456,1.21,889,6333.0,1366.0,14344.0,19712089.0,1.21,889,0,0.0
8457,1.22,878,6269.0,1381.0,14426.0,19803013.0,1.22,878,0,0.0
8458,1.33,860,6296.0,1371.0,14440.0,19890774.0,1.33,860,0,0.0
8459,1.12,918,6344.0,1350.0,14570.0,19949757.0,1.12,918,0,0.0
8460,1.07,862,6337.0,1364.0,14629.0,19950942.0,1.07,862,0,0.0
8461,1.2,875,6305.0,1361.0,14674.0,20082608.0,1.2,875,0,0.0
8462,1.05,925,6333.0,1357.0,14711.0,20203409.0,1.05,925,0,0.0
8463,0.94,858,6455.0,1361.0,14814.0,20214243.0,0.94,858,0,0.0
8464,1.31,900,6496.0,1364.0,14928.0,20266143.0,1.31,900,0,0.0
8465,0.96,865,6509.0,1333.0,14998.0,20459448.0,0.96,865,0,0.0
8466,1.39,864,6489.0,1343.0,14980.0,20467040.0,1.39,864,0,0.0
8467,1.24,894,6524.0,1368.0,15088.0,20506179.0,1.24,894,0,0.0
8468,1.17,862,6492.0,1344.0,15145.0,20493820.0,1.17,862,0,0.0
8469,1.18,906,6501.0,1363.0,15311.0,20484995.0,1.18,906,0,0.0
8470,1.17,872,6536.0,1363.0,15376.0,20653723.0,1.17,872,0,0.0
8471,1.27,883,6526.0,1366.0,15320.0,20739437.0,1.27,883,0,0.0
8472,1.19,904,6443.0,1360.0,15387.0,20609629.0,1.19,904,0,0.0
8473,1.12,881,6531.0,1353.0,15452.0,20689631.0,1.12,881,0,0.0
8474,1.23,871,6449.0,1363.0,15464.0,20871797.0,1.23,871,0,0.0
8475,1.27,919,6488.0,1360.0,15530.0,20733550.0,1.27,919,0,0.0
8476,1.24,880,6491.0,1364.0,15512.0,20746777.0,1.24,880,0,0.0
8477,1.24,864,6541.0,1367.0,15494.0,20752355.0,1.24,864,0,0.0
8478,1.22,868,6569.0,1362.0,15618.0,20719344.0,1.22,868,0,0.0
8479,1.18,878,6623.0,1368.0,15718.0,20899401.0,1.18,878,0,0.0
8480,1.31,897,6641.0,1366.0,15715.0,20812227.0,1.31,897,0,0.0
8481,1.27,877,6610.0,1362.0,15727.0,20890568.0,1.27,877,0,0.0
8482,1.18,855,6646.0,1340.0,15804.0,21008427.0,1.18,855,0,0.0
8483,1.18,887,6672.0,1334.0,15814.0,21002269.0,1.18,887,0,0.0
8484,1.16,899,6690.0,1355.0,15878.0,20924921.0,1.16,899,0,0.0
8485,1.26,864,6591.0,1351.0,15988.0,20921647.0,1.26,864,0,0.0
8486,1.24,865,6746.0,1371.0,15973.0,21021367.0,1.24,865,0,0.0
8487,1.31,916,6678.0,1343.0,16071.0,21224750.0,1.31,916,0,0.0
8488,1.16,892,6711.0,1346.0,16084.0,21180070.0,1.16,892,0,0.0
8489,1.12,886,6707.0,1335.0,16148.0,21302881.0,1.12,886,0,0.0
8490,1.29,893,6697.0,1339.0,16176.0,21092799.0,1.29,893,0,0.0
8491,1.42,874,6724.0,1342.0,16178.0,21266574.0,1.42,874,0,0.0
8492,1.1,871,6761.0,1325.0,16286.0,21336085.0,1.1,871,0,0.0
8493,1.24,917,6673.0,1335.0,16301.0,21373288.0,1.24,917,0,0.0
8494,1.17,907,6704.0,1351.0,16306.0,21417172.0,1.17,907,0,0.0
8495,1.35,893,6707.0,1335.0,16345.0,21270149.0,1.35,893,0,0.0
8496,1.13,866,6727.0,1339.0,16327.0,21348142.0,1.13,866,0,0.0
8497,1.31,861,6691.0,1321.0,16370.0,21369601.0,1.31,861,0,0.0
8498,1.17,909,6681.0,1356.0,16366.0,21370368.0,1.17,909,0,0.0
8499,1.17,895,6628.0,1342.0,16371.0,21271524.0,1.17,895,0,0.0
8500,1.08,875,6685.0,1344.0,16407.0,21226602.0,1.08,875,0,0.0
8501,1.39,855,6691.0,1310.0,16452.0,21397341.0,1.39,855,0,0.0
8502,1.14,878,6684.0,1341.0,16426.0,21289078.0,1.14,878,0,0.0
8503,1.12,881,6664.0,1328.0,16480.0,21222649.0,1.12,881,0,0.0
8504,1.12,859,6677.0,1322.0,16469.0,21271864.0,1.12,859,0,0.0
8505,1.2,899,6703.0,1324.0,16573.0,21428161.0,1.2,899,0,0.0
8506,0.87,867,6668.0,1321.0,16666.0,21595988.0,0.87,867,0,0.0
8507,1.21,883,6719.0,1330.0,16655.0,21705719.0,1.21,883,0,0.0
8508,1.34,875,6739.0,1325.0,16710.0,21458928.0,1.34,875,0,0.0
8509,0.97,901,6721.0,1343.0,16660.0,21691253.0,0.97,901,0,0.0
8510,1.27,877,6719.0,1306.0,16696.0,21709019.0,1.27,877,0,0.0
8511,1.04,866,6691.0,1318.0,16754.0,21472558.0,1.04,866,0,0.0
8512,1.07,869,6695.0,1333.0,16741.0,21572540.0,1.07,869,0,0.0
8513,1.06,893,6717.0,1326.0,16724.0,21551191.0,1.06,893,0,0.0
8514,1.07,886,6776.0,1319.0,16762.0,21339579.0,1.07,886,0,0.0
8515,1.13,884,6734.0,1330.0,16734.0,21539249.0,1.13,884,0,0.0
8516,0.92,902,6740.0,1312.0,16767.0,21522496.0,0.92,902,0,0.0
8517,1.23,914,6645.0,1342.0,16849.0,21457369.0,1.23,914,0,0.0
8518,1.16,851,6760.0,1323.0,16835.0,21521478.0,1.16,851,0,0.0
8519,1.04,883,6775.0,1324.0,16991.0,21575718.0,1.04,883,0,0.0
8520,1.23,880,6795.0,1318.0,17107.0,21800638.0,1.23,880,0,0.0
8521,1.03,908,6779.0,1327.0,17205.0,22054895.0,1.03,908,0,0.0
8522,1.13,872,6791.0,1306.0,17151.0,22180802.0,1.13,872,0,0.0
8523,0.92,879,6767.0,1345.0,17181.0,21101286.0,0.92,879,0,0.0
8524,1.12,878,6802.0,1355.0,17240.0,21098317.0,1.12,878,0,0.0
8525,1.17,921,6770.0,1325.0,17247.0,21207778.0,1.17,921,0,0.0
8526,1.21,913,6789.0,1313.0,17292.0,21253070.0,1.21,913,0,0.0
8527,1.54,919,6741.0,1339.0,17297.0,21322608.0,1.54,919,0,0.0
8528,1.01,896,6705.0,1326.0,17307.0,21230984.0,1.01,896,0,0.0
8529,1.15,909,6697.0,1326.0,17262.0,21965522.0,1.15,909,0,0.0
8530,1.04,880,6762.0,1330.0,17259.0,20873083.0,1.04,880,0,0.0
8531,1.06,872,6727.0,1331.0,17332.0,20721001.0,1.06,872,0,0.0
8532,0.95,887,6625.0,1331.0,17281.0,20792860.0,0.95,887,0,0.0
8533,0.95,899,6702.0,1324.0,17231.0,21457442.0,0.95,899,0,0.0
8534,1.27,888,6711.0,1306.0,17190.0,20755697.0,1.27,888,0,0.0
8535,1.01,883,6717.0,1336.0,17271.0,20611317.0,1.01,883,0,0.0
8536,0.95,861,6722.0,1319.0,17249.0,20794132.0,0.95,861,0,0.0
8537,0.96,880,6679.0,1319.0,17283.0,21024681.0,0.96,880,0,0.0
8538,1.18,885,6669.0,1319.0,17319.0,21019503.0,1.18,885,0,0.0
8539,1.4,904,6716.0,1311.0,17346.0,21095078.0,1.4,904,0,0.0
8540,1.05,871,6671.0,1298.0,17360.0,21215967.0,1.05,871,0,0.0
8541,1.0,891,6743.0,1306.0,17352.0,21140850.0,1.0,891,0,0.0
8542,0.94,899,6694.0,1303.0,17381.0,21167223.0,0.94,899,0,0.0
8543,1.28,862,6679.0,1305.0,17318.0,21085225.0,1.28,862,0,0.0
8544,1.23,881,6667.0,1304.0,17293.0,20908799.0,1.23,881,0,0.0
8545,1.26,875,6614.0,1295.0,17272.0,20725075.0,1.26,875,0,0.0
8546,1.08,844,6692.0,1310.0,17259.0,20683328.0,1.08,844,0,0.0
8547,1.19,861,6688.0,1272.0,17252.0,20518917.0,1.19,861,0,0.0
8548,0.96,868,6599.0,1288.0,17192.0,20400288.0,0.96,868,0,0.0
8549,1.02,885,6576.0,1298.0,17136.0,20376502.0,1.02,885,0,0.0
8550,0.91,865,6515.0,1311.0,17175.0,20287434.0,0.91,865,0,0.0
8551,1.2,876,6499.0,1317.0,17149.0,20267670.0,1.2,876,0,0.0
8552,1.2,872,6506.0,1298.0,17101.0,20393222.0,1.2,872,0,0.0
8553,1.01,859,6510.0,1295.0,17076.0,20299501.0,1.01,859,0,0.0
8554,1.3,893,6510.0,1285.0,17008.0,20261638.0,1.3,893,0,0.0
8555,1.28,857,6450.0,1265.0,17093.0,20352396.0,1.28,857,0,0.0
8556,1.05,836,6468.0,1297.0,17069.0,20338620.0,1.05,836,0,0.0
8557,1.03,870,6435.0,1289.0,16953.0,20335045.0,1.03,870,0,0.0
8558,0.9,828,6463.0,1283.0,16931.0,20278145.0,0.9,828,0,0.0
8559,1.05,872,6406.0,1290.0,16902.0,20134418.0,1.05,872,0,0.0
8560,1.0,899,6401.0,1306.0,16928.0,20029102.0,1.0,899,0,0.0
8561,1.07,873,6459.0,1306.0,16872.0,20066233.0,1.07,873,0,0.0
8562,0.94,867,6458.0,1291.0,16833.0,20083032.0,0.94,867,0,0.0
8563,1.15,868,6309.0,1258.0,16809.0,19963599.0,1.15,868,0,0.0
8564,1.29,880,6312.0,1290.0,16724.0,19938396.0,1.29,880,0,0.0
8565,1.14,917,6268.0,1291.0,16632.0,19727397.0,1.14,917,0,0.0
8566,1.21,889,6261.0,1294.0,16626.0,19656655.0,1.21,889,0,0.0
8567,1.07,876,6240.0,1300.0,16531.0,19694693.0,1.07,876,0,0.0
8568,0.92,902,6171.0,1272.0,16442.0,19649917.0,0.92,902,0,0.0
8569,0.82,822,6123.0,1279.0,16254.0,19456523.0,0.82,822,0,0.0
8570,0.85,893,6156.0,1299.0,16210.0,19248080.0,0.85,893,0,0.0
8571,1.12,874,6084.0,1273.0,16181.0,19199900.0,1.12,874,0,0.0
8572,1.07,852,6179.0,1242.0,16186.0,19340237.0,1.07,852,0,0.0
8573,1.02,860,6047.0,1281.0,16092.0,19224662.0,1.02,860,0,0.0
8574,1.13,882,6083.0,1280.0,16006.0,19192357.0,1.13,882,0,0.0
8575,1.14,870,6074.0,1267.0,15953.0,19043660.0,1.14,870,0,0.0
8576,1.23,865,5943.0,1276.0,15895.0,18750146.0,1.23,865,0,0.0
8577,1.06,855,5897.0,1272.0,15885.0,18590150.0,1.06,855,0,0.0
8578,1.04,851,5855.0,1269.0,15783.0,18597994.0,1.04,851,0,0.0
8579,1.06,849,5812.0,1286.0,15594.0,18463055.0,1.06,849,0,0.0
8580,0.85,840,5817.0,1280.0,15535.0,18424073.0,0.85,840,0,0.0
8581,1.02,849,5768.0,1257.0,15469.0,18397605.0,1.02,849,0,0.0
8582,0.85,837,5699.0,1245.0,15423.0,18318468.0,0.85,837,0,0.0
8583,0.83,836,5688.0,1273.0,15296.0,18192458.0,0.83,836,0,0.0
8584,1.17,851,5646.0,1276.0,15162.0,17977267.0,1.17,851,0,0.0
8585,1.0,862,5623.0,1271.0,15074.0,17903623.0,1.0,862,0,0.0
8586,1.03,828,5578.0,1290.0,14975.0,17848141.0,1.03,828,0,0.0
8587,0.85,834,5479.0,1254.0,14842.0,17711162.0,0.85,834,0,0.0
8588,1.02,852,5521.0,1240.0,14649.0,17648028.0,1.02,852,0,0.0
